OrderID,OrderDate,Region,Category,CustomerSegment,ShipMode,Quantity,UnitPrice,Discount,ShippingCost,Sales,Profit,Month,Year,Quarter
ORD-00218,2023-06-30,East,Food & Beverages,Corporate,Same Day,9,433.73,0.1,33.82,3513.21,316.9,June,2023,Q2
ORD-00219,2022-12-12,North,Sports,Consumer,Same Day,18,223.75,0.3,19.33,2819.25,490.38,December,2022,Q4
ORD-00220,2022-07-16,East,Clothing,Home Office,Second Class,2,394.44,0.0,34.95,788.88,234.38,July,2022,Q3
ORD-00221,2023-07-09,North,Clothing,Home Office,Second Class,11,38.92,0.4,25.81,256.87,-10.66,July,2023,Q3
ORD-00222,2022-10-13,East,Food & Beverages,Home Office,Standard Class,10,389.64,0.1,27.4,3506.76,447.5,October,2022,Q4
ORD-00223,2022-05-01,West,Clothing,Corporate,Standard Class,18,292.76,0.0,10.52,5269.68,1370.52,May,2022,Q2
ORD-00224,2022-08-27,South,Sports,Corporate,Second Class,7,185.83,0.1,35.48,1170.73,312.02,August,2022,Q3
ORD-00225,2022-09-10,West,Furniture,Consumer,Standard Class,10,56.35,0.0,29.24,563.5,54.12,September,2022,Q3
ORD-00226,2022-01-15,East,Furniture,Consumer,Standard Class,12,261.11,0.0,26.36,3133.32,549.83,January,2022,Q1
ORD-00227,2023-06-16,North,Clothing,Consumer,First Class,7,495.07,0.1,39.4,3118.94,223.31,June,2023,Q2
ORD-00228,2023-06-10,North,Sports,Consumer,First Class,5,154.84,0.0,36.38,774.2,106.36,June,2023,Q2
ORD-00229,2023-07-14,South,Electronics,Home Office,First Class,6,489.51,0.2,12.09,2349.65,578.6,July,2023,Q3
ORD-00230,2022-01-22,North,Electronics,Corporate,Standard Class,19,152.67,0.2,15.23,2320.58,683.02,January,2022,Q1
ORD-00231,2023-03-03,West,Furniture,Consumer,Standard Class,12,94.33,0.0,42.34,1131.96,107.94,March,2023,Q1
ORD-00232,2023-01-31,West,Clothing,Consumer,Standard Class,1,303.84,0.1,36.57,273.46,11.99,January,2023,Q1
ORD-00233,2022-05-30,South,Furniture,Consumer,Standard Class,16,227.49,0.4,25.55,2183.9,298.44,May,2022,Q2
ORD-00234,2023-08-25,East,Furniture,Corporate,Standard Class,4,310.39,0.4,12.16,744.94,174.43,August,2023,Q3
ORD-00235,2022-12-14,North,Food & Beverages,Corporate,Standard Class,6,63.46,0.1,13.29,342.68,93.33,December,2022,Q4
ORD-00236,2022-10-24,North,Clothing,Home Office,Standard Class,6,217.19,0.0,34.92,1303.14,148.04,October,2022,Q4
ORD-00237,2023-03-01,East,Furniture,Consumer,Second Class,17,324.78,0.3,42.67,3864.88,1272.31,March,2023,Q1
ORD-00238,2022-03-10,North,Electronics,Consumer,Standard Class,1,43.86,0.4,11.04,26.32,-6.21,March,2022,Q1
ORD-00239,2022-04-09,West,Furniture,Consumer,First Class,18,327.4,0.1,5.35,5303.88,461.95,April,2022,Q2
ORD-00240,2023-07-05,West,Furniture,Corporate,Standard Class,12,287.32,0.0,37.21,3447.84,622.35,July,2023,Q3
ORD-00241,2022-01-02,East,Electronics,Consumer,Standard Class,15,245.69,0.1,44.07,3316.82,904.65,January,2022,Q1
ORD-00242,2023-06-13,East,Electronics,Home Office,Same Day,8,69.13,0.2,35.68,442.43,15.56,June,2023,Q2
ORD-00243,2023-03-31,South,Food & Beverages,Consumer,Standard Class,4,48.87,0.3,15.62,136.84,31.33,March,2023,Q1
ORD-00244,2023-10-03,West,Electronics,Home Office,Standard Class,13,61.02,0.2,35.5,634.61,179.23,October,2023,Q4
ORD-00245,2023-12-27,South,Furniture,Corporate,Standard Class,8,302.15,0.3,30.3,1692.04,233.42,December,2023,Q4
ORD-00246,2023-03-20,East,Clothing,Corporate,Second Class,12,59.75,0.1,10.78,645.3,179.99,March,2023,Q1
ORD-00247,2022-07-13,West,Clothing,Consumer,Standard Class,18,227.01,0.1,32.21,3677.56,1249.35,July,2022,Q3
ORD-00248,2022-11-20,West,Clothing,Consumer,Standard Class,6,411.47,0.3,21.65,1728.17,223.52,November,2022,Q4
ORD-00249,2023-04-25,North,Furniture,Corporate,Standard Class,6,27.19,0.1,29.78,146.83,-11.37,April,2023,Q2
ORD-00250,2022-11-22,North,Furniture,Corporate,Standard Class,16,269.3,0.0,37.25,4308.8,1397.72,November,2022,Q4
ORD-00251,2022-07-21,West,Clothing,Corporate,First Class,5,72.28,0.0,13.14,361.4,18.32,July,2022,Q3
ORD-00252,2022-04-27,South,Electronics,Home Office,Standard Class,10,380.57,0.1,22.1,3425.13,518.3,April,2022,Q2
ORD-00253,2022-04-08,East,Food & Beverages,Consumer,Standard Class,7,364.73,0.2,8.22,2042.49,161.32,April,2022,Q2
ORD-00254,2022-12-13,South,Clothing,Corporate,Standard Class,14,232.92,0.2,43.39,2608.7,289.43,December,2022,Q4
ORD-00255,2023-08-23,North,Electronics,Corporate,Standard Class,4,263.99,0.3,13.79,739.17,172.81,August,2023,Q3
ORD-00256,2022-08-30,North,Furniture,Corporate,Standard Class,16,465.89,0.0,18.59,7454.24,1905.92,August,2022,Q3
ORD-00257,2023-02-09,North,Clothing,Home Office,Second Class,1,166.88,0.0,37.93,166.88,-22.52,February,2023,Q1
ORD-00258,2022-02-26,South,Furniture,Consumer,Standard Class,9,444.67,0.1,18.56,3601.83,529.34,February,2022,Q1
ORD-00259,2023-09-14,West,Electronics,Corporate,Second Class,7,13.0,0.0,30.93,91.0,0.36,September,2023,Q3
ORD-00260,2022-06-20,North,Electronics,Consumer,First Class,10,276.36,0.0,19.45,2763.6,730.47,June,2022,Q2
ORD-00261,2023-05-08,North,Electronics,Corporate,Standard Class,13,205.63,0.2,46.18,2138.55,360.51,May,2023,Q2
ORD-00262,2022-07-25,East,Food & Beverages,Home Office,Second Class,1,45.98,0.1,8.24,41.38,-4.59,July,2022,Q3
ORD-00263,2022-04-01,South,Clothing,Consumer,Standard Class,7,308.57,0.2,45.54,1727.99,444.47,April,2022,Q2
ORD-00264,2023-03-23,North,Electronics,Corporate,First Class,4,77.2,0.0,22.59,308.8,31.51,March,2023,Q1
ORD-00265,2023-05-02,North,Electronics,Home Office,Standard Class,11,111.27,0.2,49.17,979.18,58.57,May,2023,Q2
ORD-00266,2023-04-06,South,Clothing,Corporate,Standard Class,16,32.3,0.2,38.56,413.44,21.81,April,2023,Q2
ORD-00267,2022-03-15,North,Clothing,Corporate,Second Class,5,132.54,0.1,17.48,596.43,138.71,March,2022,Q1
ORD-00268,2023-09-15,East,Electronics,Consumer,Standard Class,8,157.57,0.2,12.35,1008.45,285.99,September,2023,Q3
ORD-00269,2023-08-13,South,Clothing,Home Office,Standard Class,6,447.23,0.2,6.24,2146.7,649.14,August,2023,Q3
ORD-00270,2022-05-09,South,Electronics,Corporate,Standard Class,2,475.59,0.3,39.34,665.83,128.57,May,2022,Q2
ORD-00271,2022-05-26,East,Electronics,Consumer,Second Class,11,15.81,0.1,3.22,156.52,7.95,May,2022,Q2
ORD-00272,2022-09-04,East,Food & Beverages,Home Office,Standard Class,18,379.39,0.3,23.83,4780.31,296.27,September,2022,Q3
ORD-00273,2023-10-15,North,Furniture,Consumer,Standard Class,6,92.99,0.0,24.64,557.94,136.74,October,2023,Q4
ORD-00274,2022-02-01,North,Electronics,Consumer,Standard Class,5,172.4,0.2,14.36,689.6,150.93,February,2022,Q1
ORD-00275,2023-09-17,North,Food & Beverages,Consumer,Second Class,10,57.91,0.2,8.45,463.28,72.92,September,2023,Q3
ORD-00276,2022-04-21,South,Food & Beverages,Home Office,First Class,2,92.31,0.2,41.23,147.7,-27.37,April,2022,Q2
ORD-00277,2023-12-17,North,Food & Beverages,Consumer,Standard Class,16,329.45,0.0,47.57,5271.2,618.89,December,2023,Q4
ORD-00278,2022-10-19,South,Furniture,Consumer,Second Class,7,46.62,0.0,48.1,326.34,-1.91,October,2022,Q4
ORD-00279,2023-02-11,East,Clothing,Corporate,Standard Class,15,270.56,0.0,41.76,4058.4,1326.44,February,2023,Q1
ORD-00280,2023-01-24,West,Electronics,Corporate,Second Class,15,117.06,0.0,29.83,1755.9,84.29,January,2023,Q1
ORD-00281,2022-03-18,East,Clothing,Consumer,Standard Class,8,437.64,0.1,6.76,3151.01,402.95,March,2022,Q1
ORD-00282,2023-01-15,North,Furniture,Corporate,Standard Class,12,141.89,0.0,34.43,1702.68,311.15,January,2023,Q1
ORD-00283,2023-09-06,North,Electronics,Corporate,Standard Class,10,145.42,0.2,22.98,1163.36,371.85,September,2023,Q3
ORD-00284,2022-06-09,South,Electronics,Consumer,First Class,16,396.27,0.2,8.51,5072.26,567.35,June,2022,Q2
ORD-00285,2022-09-13,North,Sports,Consumer,Standard Class,4,456.69,0.1,46.63,1644.08,380.27,September,2022,Q3
ORD-00286,2022-03-24,North,Sports,Consumer,Standard Class,1,348.93,0.0,37.57,348.93,38.87,March,2022,Q1
ORD-00287,2022-02-09,West,Furniture,Consumer,Standard Class,12,207.42,0.0,33.34,2489.04,339.99,February,2022,Q1
ORD-00288,2023-06-18,South,Furniture,Home Office,Second Class,5,414.97,0.3,23.64,1452.4,215.87,June,2023,Q2
ORD-00289,2023-10-24,North,Clothing,Corporate,Standard Class,11,88.07,0.3,28.6,678.14,188.9,October,2023,Q4
ORD-00290,2022-01-25,East,Clothing,Corporate,Standard Class,16,90.66,0.2,8.63,1160.45,236.71,January,2022,Q1
ORD-00291,2023-03-20,South,Food & Beverages,Consumer,Second Class,7,183.94,0.2,24.05,1030.06,140.25,March,2023,Q1
ORD-00292,2022-04-17,South,Food & Beverages,Consumer,First Class,13,471.99,0.0,48.65,6135.87,1730.35,April,2022,Q2
ORD-00293,2023-04-06,South,Furniture,Home Office,Standard Class,10,412.35,0.1,10.4,3711.15,655.25,April,2023,Q2
ORD-00294,2022-04-08,North,Furniture,Corporate,First Class,5,183.35,0.2,48.53,733.4,160.1,April,2022,Q2
ORD-00295,2023-11-04,North,Electronics,Corporate,Standard Class,19,65.77,0.2,7.34,999.7,211.55,November,2023,Q4
ORD-00296,2022-02-01,West,Clothing,Consumer,Second Class,7,123.78,0.3,22.01,606.52,28.5,February,2022,Q1
ORD-00297,2022-05-31,South,Food & Beverages,Corporate,Standard Class,6,253.59,0.2,13.4,1217.23,53.64,May,2022,Q2
ORD-00298,2022-07-07,South,Electronics,Home Office,Standard Class,3,414.55,0.0,34.09,1243.65,176.88,July,2022,Q3
ORD-00299,2022-02-24,West,Electronics,Consumer,Standard Class,12,387.46,0.2,46.69,3719.62,674.28,February,2022,Q1
ORD-00300,2023-03-26,North,Electronics,Home Office,Standard Class,7,28.18,0.1,30.4,177.53,-5.27,March,2023,Q1
ORD-00301,2023-02-05,North,Clothing,Home Office,Second Class,1,113.91,0.0,35.44,113.91,-20.19,February,2023,Q1
ORD-00302,2023-02-14,North,Sports,Home Office,Second Class,4,345.55,0.2,17.6,1105.76,362.44,February,2023,Q1
ORD-00303,2022-05-11,East,Electronics,Home Office,Second Class,13,411.4,0.2,26.86,4278.56,1410.28,May,2022,Q2
ORD-00304,2022-09-18,North,Electronics,Consumer,Standard Class,11,20.72,0.1,27.22,205.13,10.24,September,2022,Q3
ORD-00305,2022-11-21,North,Furniture,Consumer,Standard Class,19,290.5,0.1,6.83,4967.55,668.82,November,2022,Q4
ORD-00306,2022-01-20,South,Food & Beverages,Consumer,Standard Class,17,174.51,0.2,17.48,2373.34,649.79,January,2022,Q1
ORD-00307,2022-03-09,West,Electronics,Consumer,Second Class,8,486.6,0.1,29.11,3503.52,760.9,March,2022,Q1
ORD-00308,2023-01-31,South,Furniture,Consumer,First Class,12,76.66,0.0,8.34,919.92,85.88,January,2023,Q1
ORD-00309,2023-05-03,West,Furniture,Corporate,Standard Class,18,335.55,0.1,46.88,5435.91,1726.02,May,2023,Q2
ORD-00310,2022-10-31,North,Food & Beverages,Consumer,Second Class,17,301.6,0.1,18.76,4614.48,805.16,October,2022,Q4
ORD-00311,2023-06-09,East,Furniture,Consumer,Standard Class,15,102.34,0.1,7.7,1381.59,104.25,June,2023,Q2
ORD-00312,2023-05-02,East,Furniture,Consumer,Standard Class,7,51.01,0.0,6.42,357.07,73.0,May,2023,Q2
ORD-00313,2023-01-21,East,Clothing,Consumer,Standard Class,18,308.29,0.1,38.4,4994.3,1595.24,January,2023,Q1
ORD-00314,2023-03-25,South,Furniture,Consumer,First Class,3,310.81,0.1,47.46,839.19,129.84,March,2023,Q1
ORD-00315,2022-10-19,South,Furniture,Consumer,Standard Class,4,263.51,0.0,18.78,1054.04,37.74,October,2022,Q4
ORD-00316,2022-09-18,South,Electronics,Consumer,First Class,7,362.27,0.2,19.23,2028.71,177.75,September,2022,Q3
ORD-00317,2022-11-08,East,Food & Beverages,Consumer,Standard Class,7,285.03,0.3,22.99,1396.65,376.02,November,2022,Q4
ORD-00318,2023-05-21,South,Food & Beverages,Corporate,Standard Class,8,223.74,0.1,25.78,1610.93,380.85,May,2023,Q2
ORD-00319,2022-10-04,East,Clothing,Corporate,Standard Class,18,456.4,0.2,49.17,6572.16,1306.9,October,2022,Q4
ORD-00320,2023-03-09,North,Furniture,Consumer,First Class,17,329.91,0.3,21.34,3925.93,1070.78,March,2023,Q1
ORD-00321,2022-11-27,North,Electronics,Consumer,First Class,9,403.77,0.2,34.04,2907.14,776.65,November,2022,Q4
ORD-00322,2023-07-19,North,Food & Beverages,Corporate,First Class,8,362.29,0.0,9.94,2898.32,936.2,July,2023,Q3
ORD-00323,2023-03-17,North,Electronics,Consumer,Standard Class,10,443.48,0.0,47.85,4434.8,1337.08,March,2023,Q1
ORD-00324,2022-08-01,East,Sports,Consumer,Second Class,15,80.14,0.0,37.3,1202.1,85.84,August,2022,Q3
ORD-00325,2023-04-21,West,Furniture,Consumer,Standard Class,5,310.8,0.1,29.78,1398.6,239.65,April,2023,Q2
ORD-00326,2023-04-21,North,Sports,Consumer,Same Day,11,290.76,0.0,26.42,3198.36,522.96,April,2023,Q2
ORD-00327,2022-09-09,South,Clothing,Consumer,First Class,4,368.94,0.1,40.84,1328.18,348.67,September,2022,Q3
ORD-00328,2022-05-28,East,Furniture,Consumer,Second Class,7,137.84,0.1,40.16,868.39,170.01,May,2022,Q2
ORD-00329,2023-07-05,South,Furniture,Corporate,First Class,17,319.15,0.0,21.85,5425.55,1026.75,July,2023,Q3
ORD-00330,2022-03-08,East,Clothing,Home Office,Standard Class,6,232.53,0.0,11.59,1395.18,383.72,March,2022,Q1
ORD-00331,2022-02-09,East,Electronics,Consumer,Second Class,17,142.95,0.0,12.13,2430.15,640.27,February,2022,Q1
ORD-00332,2023-08-28,North,Clothing,Home Office,First Class,6,491.65,0.1,28.37,2654.91,309.15,August,2023,Q3
ORD-00333,2023-01-16,North,Clothing,Consumer,Standard Class,15,119.2,0.1,11.87,1609.2,122.72,January,2023,Q1
ORD-00334,2022-09-06,West,Clothing,Consumer,Standard Class,1,445.01,0.2,40.16,356.01,69.75,September,2022,Q3
ORD-00335,2022-04-06,South,Clothing,Consumer,Second Class,17,354.77,0.1,24.88,5427.98,330.56,April,2022,Q2
ORD-00336,2022-09-23,North,Electronics,Consumer,Second Class,14,125.3,0.0,7.22,1754.2,161.94,September,2022,Q3
ORD-00337,2023-08-15,North,Electronics,Corporate,Same Day,8,225.62,0.1,48.14,1624.46,79.45,August,2023,Q3
ORD-00338,2022-12-30,East,Electronics,Consumer,Second Class,17,380.21,0.0,32.7,6463.57,659.97,December,2022,Q4
ORD-00339,2022-07-04,North,Furniture,Home Office,Standard Class,8,54.75,0.0,25.74,438.0,110.68,July,2022,Q3
ORD-00340,2022-02-28,North,Clothing,Corporate,Standard Class,18,316.7,0.2,14.87,4560.48,1376.22,February,2022,Q1
ORD-00341,2022-05-04,East,Sports,Consumer,Standard Class,6,260.63,0.4,21.79,938.27,265.67,May,2022,Q2
ORD-00342,2022-06-09,West,Electronics,Consumer,Standard Class,10,185.28,0.1,8.26,1667.52,342.49,June,2022,Q2
ORD-00343,2023-06-20,North,Furniture,Consumer,Standard Class,15,422.87,0.3,45.7,4440.14,441.85,June,2023,Q2
ORD-00344,2023-06-08,East,Food & Beverages,Consumer,Standard Class,2,64.39,0.1,49.11,115.9,-34.27,June,2023,Q2
ORD-00345,2022-03-11,South,Sports,Consumer,Standard Class,13,452.2,0.3,22.97,4115.02,521.58,March,2022,Q1
ORD-00346,2022-06-29,East,Clothing,Home Office,First Class,6,352.14,0.1,5.45,1901.56,612.17,June,2022,Q2
ORD-00347,2023-05-26,South,Clothing,Home Office,Standard Class,12,434.42,0.2,5.37,4170.43,647.94,May,2023,Q2
ORD-00348,2022-11-07,West,Furniture,Consumer,First Class,13,341.56,0.4,47.83,2664.17,707.16,November,2022,Q4
ORD-00349,2022-12-31,South,Clothing,Consumer,Standard Class,19,470.48,0.2,43.44,7151.3,2034.27,December,2022,Q4
ORD-00350,2022-10-10,North,Furniture,Corporate,Standard Class,1,69.55,0.1,37.34,62.6,-17.43,October,2022,Q4
ORD-00351,2023-11-28,East,Clothing,Corporate,Same Day,5,57.74,0.0,41.62,288.7,28.28,November,2023,Q4
ORD-00352,2022-05-01,South,Electronics,Corporate,Second Class,16,246.77,0.2,32.48,3158.66,700.19,May,2022,Q2
ORD-00353,2022-06-14,South,Furniture,Corporate,Standard Class,19,481.85,0.0,9.16,9155.15,643.5,June,2022,Q2
ORD-00354,2022-08-27,South,Furniture,Corporate,Second Class,19,486.23,0.3,7.04,6466.86,1197.89,August,2022,Q3
ORD-00355,2023-02-19,North,Electronics,Consumer,Second Class,19,237.75,0.0,21.32,4517.25,927.92,February,2023,Q1
ORD-00356,2022-10-21,North,Furniture,Consumer,Standard Class,17,10.41,0.0,36.26,176.97,-0.6,October,2022,Q4
ORD-00357,2023-12-25,East,Sports,Corporate,Standard Class,18,54.67,0.2,7.61,787.25,197.92,December,2023,Q4
ORD-00358,2023-07-12,North,Clothing,Home Office,Standard Class,11,487.29,0.0,9.88,5360.19,283.72,July,2023,Q3
ORD-00359,2023-04-16,North,Food & Beverages,Consumer,Same Day,7,183.46,0.4,15.52,770.53,146.66,April,2023,Q2
ORD-00360,2023-09-26,South,Electronics,Corporate,Standard Class,6,106.67,0.0,25.16,640.02,137.69,September,2023,Q3
ORD-00361,2022-01-25,South,Clothing,Consumer,Standard Class,8,117.54,0.0,47.65,940.32,185.01,January,2022,Q1
ORD-00362,2023-04-21,North,Clothing,Consumer,Standard Class,8,379.49,0.2,38.69,2428.74,328.74,April,2023,Q2
ORD-00363,2023-06-30,West,Food & Beverages,Consumer,Second Class,13,444.4,0.0,30.08,5777.2,399.4,June,2023,Q2
ORD-00364,2022-06-06,West,Clothing,Home Office,Same Day,1,60.11,0.3,16.0,42.08,-7.41,June,2022,Q2
ORD-00365,2022-05-02,West,Food & Beverages,Consumer,Second Class,3,23.74,0.0,40.67,71.22,-25.8,May,2022,Q2
ORD-00366,2022-12-08,North,Sports,Consumer,Second Class,12,169.2,0.0,16.38,2030.4,231.31,December,2022,Q4
ORD-00367,2022-04-07,East,Furniture,Consumer,Standard Class,1,436.87,0.0,35.11,436.87,83.19,April,2022,Q2
ORD-00368,2022-06-07,East,Sports,Consumer,First Class,9,280.36,0.1,22.36,2270.92,147.91,June,2022,Q2
ORD-00369,2022-03-10,East,Electronics,Consumer,Standard Class,5,139.09,0.3,41.93,486.82,100.66,March,2022,Q1
ORD-00370,2022-10-21,North,Clothing,Consumer,Standard Class,7,64.5,0.1,19.28,406.35,51.86,October,2022,Q4
ORD-00371,2023-07-09,North,Furniture,Home Office,Standard Class,15,299.54,0.0,49.72,4493.1,592.04,July,2023,Q3
ORD-00372,2022-03-27,South,Electronics,Corporate,Standard Class,13,114.06,0.2,31.89,1186.22,166.75,March,2022,Q1
ORD-00373,2022-01-09,South,Electronics,Corporate,First Class,17,454.69,0.0,8.83,7729.73,1837.75,January,2022,Q1
ORD-00374,2023-11-30,North,Clothing,Consumer,Second Class,3,433.88,0.2,21.79,1041.31,144.49,November,2023,Q4
ORD-00375,2022-08-16,South,Electronics,Consumer,Standard Class,17,210.69,0.0,37.71,3581.73,900.47,August,2022,Q3
ORD-00376,2022-12-04,East,Electronics,Consumer,First Class,19,102.72,0.3,4.98,1366.18,369.67,December,2022,Q4
ORD-00377,2023-10-02,North,Clothing,Corporate,Standard Class,8,341.96,0.3,16.93,1914.98,122.88,October,2023,Q4
ORD-00378,2022-10-07,East,Food & Beverages,Home Office,Second Class,11,232.85,0.0,12.17,2561.35,402.64,October,2022,Q4
ORD-00379,2022-10-06,East,Electronics,Corporate,Second Class,12,444.09,0.4,36.98,3197.45,265.69,October,2022,Q4
ORD-00380,2023-07-28,South,Electronics,Consumer,Second Class,13,352.35,0.0,15.72,4580.55,660.76,July,2023,Q3
ORD-00381,2023-07-30,South,Furniture,Corporate,Second Class,13,444.45,0.0,27.11,5777.85,528.62,July,2023,Q3
ORD-00382,2022-02-15,South,Clothing,Home Office,Standard Class,17,15.31,0.4,18.82,156.16,6.81,February,2022,Q1
ORD-00383,2023-01-30,North,Furniture,Home Office,Second Class,1,457.07,0.0,24.14,457.07,50.02,January,2023,Q1
ORD-00384,2023-03-03,South,Furniture,Corporate,Standard Class,2,106.02,0.0,8.71,212.04,41.31,March,2023,Q1
ORD-00385,2023-06-16,West,Food & Beverages,Corporate,Standard Class,11,76.88,0.3,6.44,591.98,158.86,June,2023,Q2
ORD-00386,2023-08-16,East,Electronics,Consumer,Standard Class,8,292.33,0.0,3.86,2338.64,436.82,August,2023,Q3
ORD-00387,2022-04-03,East,Clothing,Corporate,Second Class,15,145.0,0.3,13.75,1522.5,144.78,April,2022,Q2
ORD-00388,2022-05-14,West,Food & Beverages,Consumer,Standard Class,5,77.42,0.0,4.74,387.1,19.68,May,2022,Q2
ORD-00389,2022-09-08,North,Electronics,Corporate,Standard Class,10,71.27,0.0,38.22,712.7,131.38,September,2022,Q3
ORD-00390,2023-05-22,South,Electronics,Consumer,Standard Class,5,11.29,0.2,36.87,45.16,-34.5,May,2023,Q2
ORD-00391,2023-09-14,West,Electronics,Corporate,Standard Class,9,187.51,0.0,29.19,1687.59,125.23,September,2023,Q3
ORD-00392,2022-03-02,North,Sports,Consumer,Standard Class,5,428.69,0.0,5.91,2143.45,416.83,March,2022,Q1
ORD-00393,2022-05-01,South,Electronics,Home Office,Same Day,19,482.62,0.2,32.56,7335.82,691.07,May,2022,Q2
ORD-00394,2022-11-11,East,Clothing,Consumer,Standard Class,15,62.67,0.0,7.58,940.05,50.47,November,2022,Q4
ORD-00395,2023-10-05,North,Furniture,Consumer,Standard Class,9,49.8,0.4,13.49,268.92,42.74,October,2023,Q4
ORD-00396,2022-12-02,South,Furniture,Consumer,Second Class,16,203.73,0.4,3.11,1955.81,314.14,December,2022,Q4
ORD-00397,2023-11-19,West,Furniture,Consumer,Same Day,12,435.76,0.0,48.36,5229.12,1563.26,November,2023,Q4
ORD-00398,2023-05-06,West,Electronics,Consumer,Standard Class,19,233.84,0.0,41.45,4442.96,1140.51,May,2023,Q2
ORD-00399,2023-11-26,West,Electronics,Consumer,Second Class,15,326.38,0.2,42.68,3916.56,421.3,November,2023,Q4
ORD-00400,2023-07-12,East,Furniture,Corporate,Second Class,2,412.44,0.1,31.69,742.39,79.34,July,2023,Q3
ORD-00401,2023-07-23,West,Food & Beverages,Consumer,Standard Class,16,431.82,0.0,39.24,6909.12,1474.18,July,2023,Q3
ORD-00402,2023-08-25,South,Electronics,Consumer,First Class,8,349.44,0.1,30.79,2515.97,841.98,August,2023,Q3
ORD-00403,2023-05-26,South,Food & Beverages,Home Office,First Class,6,187.37,0.3,25.32,786.95,200.41,May,2023,Q2
ORD-00404,2023-02-15,North,Food & Beverages,Consumer,Standard Class,8,429.25,0.2,16.22,2747.2,124.91,February,2023,Q1
ORD-00405,2022-10-08,West,Electronics,Consumer,Standard Class,5,287.77,0.4,12.99,863.31,200.64,October,2022,Q4
ORD-00406,2022-02-17,West,Electronics,Consumer,Standard Class,17,99.47,0.0,19.78,1690.99,179.51,February,2022,Q1
ORD-00407,2023-09-02,North,Furniture,Corporate,First Class,15,426.0,0.0,12.19,6390.0,1082.02,September,2023,Q3
ORD-00408,2023-03-19,East,Clothing,Consumer,Standard Class,10,127.4,0.1,43.63,1146.6,108.88,March,2023,Q1
ORD-00409,2023-08-08,East,Food & Beverages,Corporate,First Class,6,296.23,0.1,38.15,1599.64,92.67,August,2023,Q3
ORD-00410,2023-11-23,North,Sports,Corporate,Standard Class,1,331.85,0.2,37.57,265.48,44.82,November,2023,Q4
ORD-00411,2023-06-25,South,Food & Beverages,Corporate,Standard Class,11,258.82,0.2,14.28,2277.62,422.23,June,2023,Q2
ORD-00412,2022-04-02,South,Clothing,Consumer,Standard Class,4,284.82,0.3,34.07,797.5,83.04,April,2022,Q2
ORD-00413,2023-10-05,West,Sports,Consumer,Standard Class,19,46.01,0.3,37.74,611.93,117.66,October,2023,Q4
ORD-00414,2022-07-20,East,Food & Beverages,Corporate,Standard Class,8,470.95,0.3,3.05,2637.32,838.61,July,2022,Q3
ORD-00415,2022-06-09,East,Furniture,Corporate,Standard Class,14,281.93,0.0,14.32,3947.02,464.46,June,2022,Q2
ORD-00416,2022-12-07,North,Clothing,Consumer,Standard Class,5,252.92,0.0,32.17,1264.6,298.54,December,2022,Q4
ORD-00417,2022-09-07,East,Clothing,Consumer,Second Class,16,279.5,0.0,31.55,4472.0,750.86,September,2022,Q3
ORD-00418,2023-02-07,North,Electronics,Consumer,First Class,3,429.34,0.1,38.93,1159.22,298.01,February,2023,Q1
ORD-00419,2023-04-28,South,Electronics,Consumer,Standard Class,18,445.18,0.1,33.4,7211.92,1441.03,April,2023,Q2
ORD-00420,2022-05-29,East,Sports,Corporate,Standard Class,18,244.86,0.0,28.17,4407.48,572.26,May,2022,Q2
ORD-00421,2023-10-14,North,Electronics,Corporate,Standard Class,15,486.63,0.3,22.47,5109.62,1263.81,October,2023,Q4
ORD-00422,2023-11-30,West,Electronics,Corporate,Standard Class,7,228.05,0.3,10.07,1117.44,119.08,November,2023,Q4
ORD-00423,2022-04-04,North,Food & Beverages,Consumer,First Class,16,218.25,0.0,43.38,3492.0,1095.21,April,2022,Q2
ORD-00424,2023-01-23,South,Food & Beverages,Consumer,Standard Class,4,411.14,0.0,5.06,1644.56,378.31,January,2023,Q1
ORD-00425,2023-08-31,West,Clothing,Consumer,First Class,14,226.9,0.1,43.53,2858.94,317.54,August,2023,Q3
ORD-00426,2022-05-01,West,Electronics,Home Office,Standard Class,16,192.79,0.0,31.24,3084.64,715.45,May,2022,Q2
ORD-00427,2023-12-12,East,Clothing,Corporate,Standard Class,14,94.2,0.0,22.73,1318.8,148.58,December,2023,Q4
ORD-00428,2023-05-24,South,Furniture,Corporate,Standard Class,18,16.16,0.0,7.82,290.88,37.43,May,2023,Q2
ORD-00429,2022-08-09,East,Clothing,Consumer,Standard Class,19,424.78,0.0,15.73,8070.82,2045.2,August,2022,Q3
ORD-00430,2023-02-24,East,Electronics,Corporate,Second Class,16,442.04,0.1,35.82,6365.38,432.09,February,2023,Q1
ORD-00431,2023-04-04,East,Clothing,Consumer,Standard Class,13,94.69,0.3,13.74,861.68,185.26,April,2023,Q2
ORD-00432,2023-07-06,South,Clothing,Corporate,Standard Class,13,442.09,0.2,47.58,4597.74,417.44,July,2023,Q3
ORD-00433,2022-02-21,North,Clothing,Home Office,First Class,1,172.18,0.2,9.84,137.74,15.18,February,2022,Q1
ORD-00434,2022-04-05,North,Clothing,Consumer,Standard Class,18,193.08,0.3,49.75,2432.81,141.35,April,2022,Q2
ORD-00435,2022-06-23,North,Sports,Consumer,Standard Class,4,186.34,0.0,21.95,745.36,107.21,June,2022,Q2
